Test Name,FF1 Encryption Time (ns),AES-CBC Encryption Time (ns),FF1 Decryption Time (ns),AES-CBC Decryption Time (ns)
Test 9077,0.0000,0.0000,0.0000,0.0000
Test 9078,0.0000,0.0000,0.0000,0.0000
Test 9079,0.0000,0.0000,0.0000,0.0000
Test 9080,0.0000,0.0000,0.0000,0.0000
Test 9081,0.0000,0.0000,0.0000,0.0000
Test 9082,0.0000,0.0000,0.0000,0.0000
Test 9083,0.0000,0.0000,0.0000,0.0000
Test 9084,0.0000,0.0000,0.0000,0.0000
Test 9085,0.0000,0.0000,0.0000,0.0000
Test 9086,0.0000,0.0000,0.0000,0.0000
Test 9087,0.0000,0.0000,1000200.0000,0.0000
Test 9088,0.0000,0.0000,0.0000,0.0000
Test 9089,0.0000,0.0000,0.0000,0.0000
Test 9090,0.0000,0.0000,0.0000,0.0000
Test 9091,0.0000,0.0000,0.0000,0.0000
Test 9092,0.0000,0.0000,0.0000,0.0000
Test 9093,0.0000,0.0000,0.0000,0.0000
Test 9094,0.0000,0.0000,0.0000,0.0000
Test 9095,0.0000,0.0000,0.0000,0.0000
Test 9096,0.0000,0.0000,0.0000,0.0000
Test 9097,0.0000,0.0000,1000900.0000,0.0000
Test 9098,0.0000,0.0000,0.0000,0.0000
Test 9099,0.0000,0.0000,0.0000,0.0000
Test 9100,0.0000,0.0000,0.0000,0.0000
Test 9101,0.0000,0.0000,0.0000,0.0000
Test 9102,0.0000,0.0000,0.0000,0.0000
Test 9103,0.0000,0.0000,0.0000,0.0000
Test 9104,0.0000,0.0000,0.0000,0.0000
Test 9105,0.0000,0.0000,0.0000,0.0000
Test 9106,0.0000,0.0000,0.0000,0.0000
Test 9107,0.0000,0.0000,0.0000,0.0000
Test 9108,0.0000,0.0000,0.0000,0.0000
Test 9109,0.0000,0.0000,0.0000,0.0000
Test 9110,0.0000,0.0000,0.0000,0.0000
Test 9111,0.0000,0.0000,0.0000,0.0000
Test 9112,0.0000,0.0000,0.0000,0.0000
Test 9113,0.0000,0.0000,0.0000,0.0000
Test 9114,0.0000,0.0000,0.0000,0.0000
Test 9115,0.0000,0.0000,0.0000,0.0000
Test 9116,0.0000,0.0000,0.0000,0.0000
Test 9117,0.0000,0.0000,0.0000,0.0000
Test 9118,0.0000,0.0000,0.0000,0.0000
Test 9119,0.0000,0.0000,0.0000,0.0000
Test 9120,0.0000,0.0000,0.0000,0.0000
Test 9121,0.0000,0.0000,0.0000,0.0000
Test 9122,0.0000,0.0000,1000400.0000,0.0000
Test 9123,0.0000,0.0000,0.0000,0.0000
Test 9124,0.0000,0.0000,0.0000,0.0000
Test 9125,0.0000,0.0000,0.0000,0.0000
Test 9126,0.0000,0.0000,0.0000,0.0000
Test 9127,0.0000,0.0000,0.0000,0.0000
Test 9128,0.0000,0.0000,0.0000,0.0000
Test 9129,0.0000,0.0000,0.0000,0.0000
Test 9130,0.0000,0.0000,0.0000,0.0000
Test 9131,0.0000,0.0000,0.0000,0.0000
Test 9132,0.0000,0.0000,0.0000,0.0000
Test 9133,0.0000,0.0000,0.0000,0.0000
Test 9134,0.0000,0.0000,0.0000,0.0000
Test 9135,0.0000,0.0000,1000200.0000,0.0000
Test 9136,0.0000,0.0000,0.0000,0.0000
Test 9137,0.0000,0.0000,0.0000,0.0000
Test 9138,0.0000,0.0000,0.0000,0.0000
Test 9139,0.0000,0.0000,0.0000,0.0000
Test 9140,0.0000,0.0000,0.0000,0.0000
Test 9141,0.0000,0.0000,0.0000,0.0000
Test 9142,0.0000,0.0000,0.0000,0.0000
Test 9143,0.0000,0.0000,0.0000,0.0000
Test 9144,0.0000,0.0000,0.0000,0.0000
Test 9145,0.0000,0.0000,0.0000,0.0000
Test 9146,0.0000,0.0000,0.0000,0.0000
Test 9147,0.0000,0.0000,0.0000,0.0000
Test 9148,0.0000,0.0000,1000100.0000,0.0000
Test 9149,0.0000,0.0000,0.0000,0.0000
Test 9150,0.0000,0.0000,0.0000,0.0000
Test 9151,0.0000,0.0000,0.0000,0.0000
Test 9152,0.0000,0.0000,0.0000,0.0000
Test 9153,0.0000,0.0000,0.0000,0.0000
Test 9154,0.0000,0.0000,0.0000,0.0000
Test 9155,0.0000,0.0000,0.0000,0.0000
Test 9156,0.0000,0.0000,0.0000,0.0000
Test 9157,0.0000,0.0000,1000200.0000,0.0000
Test 9158,0.0000,0.0000,0.0000,0.0000
Test 9159,0.0000,0.0000,0.0000,0.0000
Test 9160,0.0000,0.0000,0.0000,0.0000
Test 9161,0.0000,0.0000,0.0000,0.0000
Test 9162,0.0000,0.0000,0.0000,0.0000
Test 9163,0.0000,0.0000,0.0000,0.0000
Test 9164,0.0000,0.0000,0.0000,0.0000
Test 9165,0.0000,0.0000,0.0000,0.0000
Test 9166,0.0000,0.0000,0.0000,0.0000
Test 9167,0.0000,0.0000,0.0000,0.0000
Test 9168,0.0000,0.0000,0.0000,0.0000
Test 9169,0.0000,0.0000,0.0000,0.0000
Test 9170,0.0000,0.0000,0.0000,0.0000
Test 9171,0.0000,0.0000,0.0000,0.0000
Test 9172,0.0000,0.0000,0.0000,0.0000
Test 9173,0.0000,0.0000,0.0000,0.0000
Test 9174,0.0000,0.0000,0.0000,0.0000
Test 9175,0.0000,0.0000,0.0000,0.0000
Test 9176,0.0000,0.0000,0.0000,0.0000
Test 9177,0.0000,0.0000,0.0000,0.0000
Test 9178,0.0000,0.0000,0.0000,0.0000
Test 9179,0.0000,0.0000,0.0000,0.0000
Test 9180,0.0000,0.0000,0.0000,0.0000
Test 9181,0.0000,0.0000,0.0000,0.0000
Test 9182,0.0000,0.0000,1000200.0000,0.0000
Test 9183,0.0000,0.0000,0.0000,0.0000
Test 9184,0.0000,0.0000,0.0000,0.0000
Test 9185,0.0000,0.0000,0.0000,0.0000
Test 9186,0.0000,0.0000,0.0000,0.0000
Test 9187,0.0000,0.0000,0.0000,0.0000
Test 9188,0.0000,0.0000,0.0000,0.0000
Test 9189,0.0000,0.0000,0.0000,0.0000
Test 9190,0.0000,0.0000,0.0000,0.0000
Test 9191,0.0000,0.0000,0.0000,0.0000
Test 9192,0.0000,0.0000,0.0000,0.0000
Test 9193,0.0000,0.0000,0.0000,0.0000
Test 9194,0.0000,0.0000,0.0000,0.0000
Test 9195,0.0000,0.0000,1000200.0000,0.0000
Test 9196,0.0000,0.0000,0.0000,0.0000
Test 9197,0.0000,0.0000,0.0000,0.0000
Test 9198,0.0000,0.0000,0.0000,0.0000
Test 9199,0.0000,0.0000,0.0000,0.0000
Test 9200,0.0000,0.0000,0.0000,0.0000
Test 9201,0.0000,0.0000,0.0000,0.0000
Test 9202,0.0000,0.0000,0.0000,0.0000
Test 9203,0.0000,0.0000,0.0000,0.0000
Test 9204,0.0000,0.0000,0.0000,0.0000
Test 9205,0.0000,0.0000,0.0000,0.0000
Test 9206,0.0000,0.0000,0.0000,0.0000
Test 9207,0.0000,0.0000,0.0000,0.0000
Test 9208,0.0000,0.0000,1000300.0000,0.0000
Test 9209,0.0000,0.0000,0.0000,0.0000
Test 9210,0.0000,0.0000,0.0000,0.0000
Test 9211,0.0000,0.0000,0.0000,0.0000
Test 9212,0.0000,0.0000,0.0000,0.0000
Test 9213,0.0000,0.0000,0.0000,0.0000
Test 9214,0.0000,0.0000,0.0000,0.0000
Test 9215,0.0000,0.0000,0.0000,0.0000
Test 9216,0.0000,0.0000,0.0000,0.0000
Test 9217,0.0000,0.0000,0.0000,0.0000
Test 9218,0.0000,0.0000,0.0000,0.0000
Test 9219,0.0000,0.0000,0.0000,0.0000
Test 9220,0.0000,0.0000,0.0000,0.0000
Test 9221,0.0000,0.0000,0.0000,0.0000
Test 9222,0.0000,0.0000,0.0000,0.0000
Test 9223,0.0000,0.0000,0.0000,0.0000
Test 9224,0.0000,0.0000,0.0000,0.0000
Test 9225,0.0000,0.0000,997700.0000,0.0000
Test 9226,0.0000,0.0000,0.0000,0.0000
Test 9227,0.0000,0.0000,0.0000,0.0000
Test 9228,0.0000,0.0000,0.0000,0.0000
Test 9229,0.0000,0.0000,0.0000,0.0000
Test 9230,0.0000,0.0000,0.0000,0.0000
Test 9231,0.0000,0.0000,0.0000,0.0000
Test 9232,0.0000,0.0000,0.0000,0.0000
Test 9233,0.0000,0.0000,0.0000,0.0000
Test 9234,0.0000,0.0000,0.0000,0.0000
Test 9235,0.0000,0.0000,0.0000,0.0000
Test 9236,0.0000,0.0000,0.0000,0.0000
Test 9237,0.0000,0.0000,0.0000,0.0000
Test 9238,0.0000,0.0000,1000200.0000,0.0000
Test 9239,0.0000,0.0000,0.0000,0.0000
Test 9240,0.0000,0.0000,0.0000,0.0000
Test 9241,0.0000,0.0000,0.0000,0.0000
Test 9242,0.0000,0.0000,0.0000,0.0000
Test 9243,0.0000,0.0000,0.0000,0.0000
Test 9244,0.0000,0.0000,0.0000,0.0000
Test 9245,0.0000,0.0000,0.0000,0.0000
Test 9246,0.0000,0.0000,0.0000,0.0000
Test 9247,0.0000,0.0000,0.0000,0.0000
Test 9248,0.0000,0.0000,1000900.0000,0.0000
Test 9249,0.0000,0.0000,0.0000,0.0000
Test 9250,0.0000,0.0000,0.0000,0.0000
Test 9251,0.0000,0.0000,0.0000,0.0000
Test 9252,0.0000,0.0000,0.0000,0.0000
Test 9253,0.0000,0.0000,0.0000,0.0000
Test 9254,0.0000,0.0000,0.0000,0.0000
Test 9255,0.0000,0.0000,0.0000,0.0000
Test 9256,0.0000,0.0000,0.0000,0.0000
Test 9257,0.0000,0.0000,0.0000,0.0000
Test 9258,0.0000,0.0000,0.0000,0.0000
Test 9259,0.0000,0.0000,0.0000,0.0000
Test 9260,0.0000,0.0000,0.0000,0.0000
Test 9261,0.0000,0.0000,999600.0000,0.0000
Test 9262,0.0000,0.0000,0.0000,0.0000
Test 9263,0.0000,0.0000,0.0000,0.0000
Test 9264,0.0000,0.0000,0.0000,0.0000
Test 9265,0.0000,0.0000,0.0000,0.0000
Test 9266,0.0000,0.0000,0.0000,0.0000
Test 9267,0.0000,0.0000,0.0000,0.0000
Test 9268,0.0000,0.0000,0.0000,0.0000
Test 9269,0.0000,0.0000,0.0000,0.0000
Test 9270,0.0000,0.0000,0.0000,0.0000
Test 9271,0.0000,0.0000,0.0000,0.0000
Test 9272,1.0003,0.0000,0.0000,0.0000
Test 9273,0.0000,0.0000,0.0000,0.0000
Test 9274,0.0000,0.0000,0.0000,0.0000
Test 9275,0.0000,0.0000,0.0000,0.0000
Test 9276,0.0000,0.0000,0.0000,0.0000
Test 9277,0.0000,0.0000,0.0000,0.0000
Test 9278,0.0000,0.0000,0.0000,0.0000
Test 9279,0.0000,0.0000,0.0000,0.0000
Test 9280,0.0000,0.0000,0.0000,0.0000
Test 9281,0.0000,0.0000,0.0000,0.0000
Test 9282,0.0000,0.0000,0.0000,0.0000
Test 9283,0.0000,0.0000,0.0000,0.0000
Test 9284,0.0000,0.0000,0.0000,0.0000
Test 9285,1.0001,0.0000,0.0000,0.0000
Test 9286,0.0000,0.0000,0.0000,0.0000
Test 9287,0.0000,0.0000,0.0000,0.0000
Test 9288,0.0000,0.0000,0.0000,0.0000
Test 9289,0.0000,0.0000,0.0000,0.0000
Test 9290,0.0000,0.0000,0.0000,0.0000
Test 9291,0.0000,0.0000,0.0000,0.0000
Test 9292,0.0000,0.0000,0.0000,0.0000
Test 9293,0.0000,0.0000,0.0000,0.0000
Test 9294,0.0000,0.0000,0.0000,0.0000
Test 9295,0.0000,0.0000,0.0000,0.0000
Test 9296,0.0000,0.0000,0.0000,0.0000
Test 9297,0.0000,0.0000,0.0000,0.0000
Test 9298,1.0003,0.0000,0.0000,0.0000
Test 9299,0.0000,0.0000,0.0000,0.0000
Test 9300,0.0000,0.0000,0.0000,0.0000
Test 9301,0.0000,0.0000,0.0000,0.0000
Test 9302,0.0000,0.0000,0.0000,0.0000
Test 9303,0.0000,0.0000,0.0000,0.0000
Test 9304,0.0000,0.0000,0.0000,0.0000
Test 9305,0.0000,0.0000,0.0000,0.0000
Test 9306,0.0000,0.0000,0.0000,0.0000
Test 9307,0.0000,0.0000,0.0000,0.0000
Test 9308,0.0000,0.0000,0.0000,0.0000
Test 9309,0.0000,0.0000,0.0000,0.0000
Test 9310,0.0000,0.0000,0.0000,0.0000
Test 9311,0.0000,0.0000,0.0000,0.0000
Test 9312,0.0000,0.0000,0.0000,0.0000
Test 9313,0.0000,0.0000,0.0000,0.0000
Test 9314,0.0000,0.0000,0.0000,0.0000
Test 9315,0.0000,0.0000,0.0000,0.0000
Test 9316,0.0000,0.0000,0.0000,0.0000
Test 9317,0.0000,0.0000,0.0000,0.0000
Test 9318,0.0000,0.0000,0.0000,0.0000
Test 9319,0.0000,0.0000,0.0000,0.0000
Test 9320,0.0000,0.0000,0.0000,0.0000
Test 9321,0.0000,0.0000,0.0000,0.0000
Test 9322,0.0000,0.0000,0.0000,0.0000
Test 9323,0.0000,0.0000,0.0000,0.0000
Test 9324,0.0000,0.0000,0.0000,0.0000
Test 9325,0.0000,0.0000,0.0000,0.0000
Test 9326,0.0000,0.0000,0.0000,0.0000
Test 9327,0.0000,0.0000,0.0000,0.0000
Test 9328,0.0000,0.0000,0.0000,0.0000
Test 9329,0.0000,0.0000,0.0000,0.0000
Test 9330,0.0000,0.0000,0.0000,0.0000
Test 9331,0.0000,0.0000,0.0000,0.0000
Test 9332,0.0000,0.0000,0.0000,0.0000
Test 9333,0.0000,0.0000,0.0000,0.0000
Test 9334,1.0009,0.0000,0.0000,0.0000
Test 9335,0.0000,0.0000,0.0000,0.0000
Test 9336,0.0000,0.0000,0.0000,0.0000
Test 9337,0.0000,0.0000,0.0000,0.0000
Test 9338,0.0000,0.0000,0.0000,0.0000
Test 9339,0.0000,0.0000,0.0000,0.0000
Test 9340,0.0000,0.0000,0.0000,0.0000
Test 9341,0.0000,0.0000,0.0000,0.0000
Test 9342,0.0000,0.0000,0.0000,0.0000
Test 9343,0.0000,0.0000,0.0000,0.0000
Test 9344,0.0000,0.0000,0.0000,0.0000
Test 9345,0.0000,0.0000,0.0000,0.0000
Test 9346,0.0000,0.0000,0.0000,0.0000
Test 9347,1.0001,0.0000,0.0000,0.0000
Test 9348,0.0000,0.0000,0.0000,0.0000
Test 9349,0.0000,0.0000,0.0000,0.0000
Test 9350,0.0000,0.0000,0.0000,0.0000
Test 9351,0.0000,0.0000,0.0000,0.0000
Test 9352,0.0000,0.0000,0.0000,0.0000
Test 9353,0.0000,0.0000,0.0000,0.0000
Test 9354,0.0000,0.0000,0.0000,0.0000
Test 9355,0.0000,0.0000,0.0000,0.0000
Test 9356,0.0000,0.0000,0.0000,0.0000
Test 9357,0.0000,0.0000,0.0000,0.0000
Test 9358,0.0000,0.0000,0.0000,0.0000
Test 9359,0.0000,0.0000,1000100.0000,0.0000
Test 9360,0.0000,0.0000,0.0000,0.0000
Test 9361,0.0000,0.0000,0.0000,0.0000
Test 9362,0.0000,0.0000,0.0000,0.0000
Test 9363,0.0000,0.0000,0.0000,0.0000
Test 9364,0.0000,0.0000,0.0000,0.0000
Test 9365,0.0000,0.0000,0.0000,0.0000
Test 9366,0.0000,0.0000,0.0000,0.0000
Test 9367,0.0000,0.0000,0.0000,0.0000
Test 9368,0.0000,0.0000,0.0000,0.0000
Test 9369,0.0000,0.0000,0.0000,0.0000
Test 9370,0.0000,0.0000,0.0000,0.0000
Test 9371,0.0000,0.0000,0.0000,0.0000
Test 9372,0.0000,0.0000,0.0000,0.0000
Test 9373,0.0000,0.0000,0.0000,0.0000
Test 9374,0.0000,0.0000,0.0000,0.0000
Test 9375,0.0000,0.0000,0.0000,0.0000
Test 9376,0.0000,0.0000,0.0000,0.0000
Test 9377,0.0000,0.0000,0.0000,0.0000
Test 9378,0.0000,0.0000,0.0000,0.0000
Test 9379,0.0000,0.0000,0.0000,0.0000
Test 9380,0.0000,0.0000,0.0000,0.0000
Test 9381,0.0000,0.0000,0.0000,0.0000
Test 9382,0.0000,0.0000,0.0000,0.0000
Test 9383,0.0000,0.0000,0.0000,0.0000
Test 9384,0.0000,0.0000,0.0000,0.0000
Test 9385,0.0000,0.0000,0.0000,0.0000
Test 9386,0.0000,0.0000,0.0000,0.0000
Test 9387,0.0000,0.0000,0.0000,0.0000
Test 9388,0.0000,0.0000,0.0000,0.0000
Test 9389,0.0000,0.0000,0.0000,0.0000
Test 9390,0.0000,0.0000,0.0000,0.0000
Test 9391,0.0000,0.0000,0.0000,0.0000
Test 9392,0.0000,0.0000,0.0000,0.0000
Test 9393,0.0000,0.0000,0.0000,0.0000
Test 9394,0.0000,0.0000,0.0000,0.0000
Test 9395,0.0000,0.0000,0.0000,0.0000
Test 9396,0.0000,0.0000,0.0000,0.0000
Test 9397,0.0000,0.0000,0.0000,0.0000
Test 9398,0.0000,0.0000,0.0000,0.0000
Test 9399,0.0000,0.0000,0.0000,0.0000
Test 9400,0.0000,0.0000,0.0000,0.0000
Test 9401,0.0000,0.0000,0.0000,0.0000
Test 9402,0.0000,0.0000,0.0000,0.0000
Test 9403,0.0000,0.0000,0.0000,0.0000
Test 9404,0.0000,0.0000,0.0000,0.0000
Test 9405,0.0000,0.0000,1000600.0000,0.0000
Test 9406,0.0000,0.0000,0.0000,0.0000
Test 9407,0.0000,0.0000,0.0000,0.0000
Test 9408,0.0000,0.0000,0.0000,0.0000
Test 9409,0.0000,0.0000,0.0000,0.0000
Test 9410,0.0000,0.0000,0.0000,0.0000
Test 9411,0.0000,0.0000,0.0000,0.0000
Test 9412,0.0000,0.0000,0.0000,0.0000
Test 9413,0.0000,0.0000,0.0000,0.0000
Test 9414,0.0000,0.0000,0.0000,0.0000
Test 9415,0.0000,0.0000,0.0000,0.0000
Test 9416,0.0000,0.0000,0.0000,0.0000
Test 9417,0.0000,0.0000,0.0000,0.0000
Test 9418,0.0000,0.0000,1000100.0000,0.0000
Test 9419,0.0000,0.0000,0.0000,0.0000
Test 9420,0.0000,0.0000,0.0000,0.0000
Test 9421,0.0000,0.0000,0.0000,0.0000
Test 9422,0.0000,0.0000,0.0000,0.0000
Test 9423,0.0000,0.0000,0.0000,0.0000
Test 9424,0.0000,0.0000,0.0000,0.0000
Test 9425,0.0000,0.0000,0.0000,0.0000
Test 9426,0.0000,0.0000,0.0000,0.0000
Test 9427,0.0000,0.0000,0.0000,0.0000
Test 9428,0.0000,0.0000,0.0000,0.0000
Test 9429,0.0000,0.0000,0.0000,0.0000
Test 9430,0.0000,0.0000,0.0000,0.0000
Test 9431,0.0000,0.0000,0.0000,0.0000
Test 9432,1.0002,0.0000,0.0000,0.0000
Test 9433,0.0000,0.0000,0.0000,0.0000
Test 9434,0.0000,0.0000,0.0000,0.0000
Test 9435,0.0000,0.0000,0.0000,0.0000
Test 9436,0.0000,0.0000,0.0000,0.0000
Test 9437,0.0000,0.0000,0.0000,0.0000
Test 9438,0.0000,0.0000,0.0000,0.0000
Test 9439,0.0000,0.0000,0.0000,0.0000
Test 9440,0.0000,0.0000,0.0000,0.0000
Test 9441,0.0000,0.0000,0.0000,0.0000
Test 9442,0.0000,0.0000,0.0000,0.0000
Test 9443,0.0000,0.0000,1000000.0000,0.0000
Test 9444,0.0000,0.0000,0.0000,0.0000
Test 9445,0.0000,0.0000,0.0000,0.0000
Test 9446,0.0000,0.0000,0.0000,0.0000
Test 9447,0.0000,0.0000,0.0000,0.0000
Test 9448,0.0000,0.0000,0.0000,0.0000
Test 9449,0.0000,0.0000,0.0000,0.0000
Test 9450,0.0000,0.0000,0.0000,0.0000
Test 9451,0.0000,0.0000,0.0000,0.0000
Test 9452,0.0000,0.0000,0.0000,0.0000
Test 9453,0.0000,0.0000,0.0000,0.0000
Test 9454,0.0000,0.0000,0.0000,0.0000
Test 9455,0.0000,0.0000,0.0000,0.0000
Test 9456,0.0000,0.0000,0.0000,0.0000
Test 9457,0.0000,0.0000,0.0000,0.0000
Test 9458,0.0000,0.0000,0.0000,0.0000
Test 9459,0.0000,0.0000,0.0000,0.0000
Test 9460,0.0000,0.0000,0.0000,0.0000
Test 9461,0.0000,0.0000,0.0000,0.0000
Test 9462,0.0000,0.0000,0.0000,0.0000
Test 9463,0.0000,0.0000,0.0000,0.0000
Test 9464,0.0000,0.0000,0.0000,0.0000
Test 9465,0.0000,0.0000,0.0000,0.0000
Test 9466,0.0000,0.0000,0.0000,0.0000
Test 9467,0.0000,0.0000,0.0000,0.0000
Test 9468,0.0000,0.0000,0.0000,0.0000
Test 9469,0.0000,0.0000,0.0000,0.0000
Test 9470,0.0000,0.0000,0.0000,0.0000
Test 9471,0.0000,0.0000,0.0000,0.0000
Test 9472,0.0000,0.0000,0.0000,0.0000
Test 9473,0.0000,0.0000,0.0000,0.0000
Test 9474,0.0000,0.0000,0.0000,0.0000
Test 9475,0.0000,0.0000,0.0000,0.0000
Test 9476,0.0000,0.0000,0.0000,0.0000
Test 9477,0.0000,0.0000,0.0000,0.0000
Test 9478,0.0000,0.0000,0.0000,0.0000
Test 9479,0.0000,0.0000,0.0000,0.0000
Test 9480,0.0000,0.0000,0.0000,0.0000
Test 9481,0.0000,0.0000,0.0000,0.0000
Test 9482,0.0000,0.0000,0.0000,0.0000
Test 9483,0.0000,0.0000,0.0000,0.0000
Test 9484,0.0000,0.0000,0.0000,0.0000
Test 9485,0.0000,0.0000,0.0000,0.0000
Test 9486,0.0000,0.0000,0.0000,0.0000
Test 9487,0.0000,0.0000,0.0000,0.0000
Test 9488,0.0000,0.0000,0.0000,0.0000
Test 9489,0.0000,0.0000,0.0000,0.0000
Test 9490,0.0000,0.0000,0.0000,0.0000
Test 9491,0.0000,0.0000,0.0000,0.0000
Test 9492,0.0000,0.0000,0.0000,0.0000
Test 9493,0.0000,0.0000,0.0000,0.0000
Test 9494,0.0000,0.0000,0.0000,0.0000
Test 9495,0.0000,0.0000,0.0000,0.0000
Test 9496,0.0000,0.0000,0.0000,0.0000
Test 9497,0.0000,0.0000,0.0000,0.0000
Test 9498,0.0000,0.0000,0.0000,0.0000
Test 9499,0.0000,0.0000,0.0000,0.0000
Test 9500,0.0000,0.0000,0.0000,0.0000
Test 9501,0.0000,0.0000,0.0000,0.0000
Test 9502,0.0000,0.0000,0.0000,0.0000
Test 9503,0.0000,0.0000,0.0000,0.0000
Test 9504,0.0000,0.0000,0.0000,0.0000
Test 9505,0.0000,0.0000,0.0000,0.0000
Test 9506,0.0000,0.0000,0.0000,0.0000
Test 9507,0.0000,0.0000,0.0000,0.0000
Test 9508,0.0000,0.0000,0.0000,0.0000
Test 9509,0.0000,0.0000,0.0000,0.0000
Test 9510,0.0000,0.0000,0.0000,0.0000
Test 9511,0.0000,0.0000,0.0000,0.0000
Test 9512,0.0000,0.0000,0.0000,0.0000
Test 9513,0.0000,0.0000,0.0000,0.0000
Test 9514,0.0000,0.0000,0.0000,0.0000
Test 9515,0.0000,0.0000,1000300.0000,0.0000
Test 9516,0.0000,0.0000,0.0000,0.0000
Test 9517,0.0000,0.0000,0.0000,0.0000
Test 9518,0.0000,0.0000,0.0000,0.0000
Test 9519,0.0000,0.0000,0.0000,0.0000
Test 9520,0.0000,0.0000,0.0000,0.0000
Test 9521,0.0000,0.0000,0.0000,0.0000
Test 9522,0.0000,0.0000,0.0000,0.0000
Test 9523,0.0000,0.0000,0.0000,0.0000
Test 9524,0.0000,0.0000,0.0000,0.0000
Test 9525,0.0000,0.0000,0.0000,0.0000
Test 9526,0.0000,0.0000,0.0000,0.0000
Test 9527,0.0000,0.0000,0.0000,0.0000
Test 9528,0.0000,0.0000,1000300.0000,0.0000
Test 9529,0.0000,0.0000,0.0000,0.0000
Test 9530,0.0000,0.0000,0.0000,0.0000
Test 9531,0.0000,0.0000,0.0000,0.0000
Test 9532,0.0000,0.0000,0.0000,0.0000
Test 9533,0.0000,0.0000,0.0000,0.0000
Test 9534,0.0000,0.0000,0.0000,0.0000
Test 9535,0.0000,0.0000,0.0000,0.0000
Test 9536,0.0000,0.0000,0.0000,0.0000
Test 9537,0.0000,0.0000,0.0000,0.0000
Test 9538,0.0000,0.0000,0.0000,0.0000
Test 9539,0.0000,0.0000,0.0000,0.0000
Test 9540,0.0000,0.0000,0.0000,0.0000
Test 9541,0.0000,0.0000,1000200.0000,0.0000
Test 9542,0.0000,0.0000,0.0000,0.0000
Test 9543,0.0000,0.0000,0.0000,0.0000
Test 9544,0.0000,0.0000,0.0000,0.0000
Test 9545,0.0000,0.0000,0.0000,0.0000
Test 9546,0.0000,0.0000,0.0000,0.0000
Test 9547,0.0000,0.0000,0.0000,0.0000
Test 9548,0.0000,0.0000,0.0000,0.0000
Test 9549,0.0000,0.0000,0.0000,0.0000
Test 9550,0.0000,0.0000,0.0000,0.0000
Test 9551,0.0000,0.0000,0.0000,0.0000
Test 9552,0.0000,0.0000,0.0000,0.0000
Test 9553,0.0000,0.0000,0.0000,0.0000
Test 9554,0.0000,0.0000,1000100.0000,0.0000
Test 9555,0.0000,0.0000,0.0000,0.0000
Test 9556,0.0000,0.0000,0.0000,0.0000
Test 9557,0.0000,0.0000,0.0000,0.0000
Test 9558,0.0000,0.0000,0.0000,0.0000
Test 9559,0.0000,0.0000,0.0000,0.0000
Test 9560,0.0000,0.0000,0.0000,0.0000
Test 9561,0.0000,0.0000,0.0000,0.0000
Test 9562,0.0000,0.0000,0.0000,0.0000
Test 9563,0.0000,0.0000,0.0000,0.0000
Test 9564,0.0000,0.0000,0.0000,0.0000
Test 9565,0.0000,0.0000,0.0000,0.0000
Test 9566,0.0000,0.0000,0.0000,0.0000
Test 9567,0.0000,0.0000,0.0000,0.0000
Test 9568,0.0000,0.0000,0.0000,0.0000
Test 9569,0.0000,0.0000,0.0000,0.0000
Test 9570,0.0000,0.0000,0.0000,0.0000
Test 9571,0.0000,0.0000,0.0000,0.0000
Test 9572,0.0000,0.0000,0.0000,0.0000
Test 9573,0.0000,0.0000,0.0000,0.0000
Test 9574,0.0000,0.0000,0.0000,0.0000
Test 9575,0.0000,0.0000,0.0000,0.0000
Test 9576,0.0000,0.0000,0.0000,0.0000
Test 9577,0.0000,0.0000,0.0000,0.0000
Test 9578,0.0000,0.0000,0.0000,0.0000
Test 9579,0.0000,0.0000,0.0000,0.0000
Test 9580,0.0000,0.0000,0.0000,0.0000
Test 9581,0.0000,0.0000,0.0000,0.0000
Test 9582,0.0000,0.0000,0.0000,0.0000
Test 9583,0.0000,0.0000,0.0000,0.0000
Test 9584,0.0000,0.0000,0.0000,0.0000
Test 9585,0.0000,0.0000,0.0000,0.0000
Test 9586,0.0000,0.0000,0.0000,0.0000
Test 9587,0.0000,0.0000,0.0000,0.0000
Test 9588,0.0000,0.0000,0.0000,0.0000
Test 9589,0.0000,0.0000,0.0000,0.0000
Test 9590,0.0000,0.0000,0.0000,0.0000
Test 9591,0.0000,0.0000,0.0000,0.0000
Test 9592,0.0000,0.0000,0.0000,0.0000
Test 9593,0.0000,0.0000,0.0000,0.0000
Test 9594,0.0000,0.0000,0.0000,0.0000
Test 9595,0.0000,0.0000,0.0000,0.0000
Test 9596,0.0000,0.0000,0.0000,0.0000
Test 9597,0.0000,0.0000,0.0000,0.0000
Test 9598,0.0000,0.0000,0.0000,0.0000
Test 9599,0.0000,0.0000,0.0000,0.0000
Test 9600,0.0000,0.0000,0.0000,0.0000
Test 9601,0.0000,0.0000,0.0000,0.0000
Test 9602,0.0000,0.0000,0.0000,0.0000
Test 9603,0.0000,0.0000,0.0000,0.0000
Test 9604,0.0000,0.0000,0.0000,0.0000
Test 9605,0.0000,0.0000,0.0000,0.0000
Test 9606,0.0000,0.0000,0.0000,0.0000
Test 9607,0.0000,0.0000,0.0000,0.0000
Test 9608,0.0000,0.0000,0.0000,0.0000
Test 9609,0.0000,0.0000,0.0000,0.0000
Test 9610,0.0000,0.0000,0.0000,0.0000
