Test Name,FF1 Encryption Time (ns),AES-CBC Encryption Time (ns),FF1 Decryption Time (ns),AES-CBC Decryption Time (ns)
Test 9611,0.0000,0.0000,0.0000,0.0000
Test 9612,0.0000,0.0000,0.0000,0.0000
Test 9613,0.0000,0.0000,0.0000,0.0000
Test 9614,0.0000,0.0000,0.0000,0.0000
Test 9615,0.0000,0.0000,0.0000,0.0000
Test 9616,0.0000,0.0000,0.0000,0.0000
Test 9617,0.0000,0.0000,0.0000,0.0000
Test 9618,0.0000,0.0000,0.0000,0.0000
Test 9619,0.0000,0.0000,0.0000,0.0000
Test 9620,0.0000,0.0000,0.0000,0.0000
Test 9621,0.0000,0.0000,0.0000,0.0000
Test 9622,0.0000,0.0000,0.0000,0.0000
Test 9623,0.0000,0.0000,0.0000,0.0000
Test 9624,0.0000,0.0000,0.0000,0.0000
Test 9625,0.0000,0.0000,0.0000,0.0000
Test 9626,0.0000,0.0000,0.0000,0.0000
Test 9627,0.0000,0.0000,0.0000,0.0000
Test 9628,0.0000,0.0000,0.0000,0.0000
Test 9629,0.0000,0.0000,0.0000,0.0000
Test 9630,0.0000,0.0000,0.0000,0.0000
Test 9631,0.0000,0.0000,0.0000,0.0000
Test 9632,0.0000,0.0000,0.0000,0.0000
Test 9633,0.0000,0.0000,0.0000,0.0000
Test 9634,0.0000,0.0000,0.0000,0.0000
Test 9635,0.0000,0.0000,0.0000,0.0000
Test 9636,0.0000,0.0000,0.0000,0.0000
Test 9637,0.0000,0.0000,1000300.0000,0.0000
Test 9638,0.0000,0.0000,0.0000,0.0000
Test 9639,0.0000,0.0000,0.0000,0.0000
Test 9640,0.0000,0.0000,0.0000,0.0000
Test 9641,0.0000,0.0000,0.0000,0.0000
Test 9642,0.0000,0.0000,0.0000,0.0000
Test 9643,0.0000,0.0000,0.0000,0.0000
Test 9644,0.0000,0.0000,0.0000,0.0000
Test 9645,0.0000,0.0000,0.0000,0.0000
Test 9646,0.0000,0.0000,0.0000,0.0000
Test 9647,0.0000,0.0000,0.0000,0.0000
Test 9648,0.0000,0.0000,0.0000,0.0000
Test 9649,0.0000,0.0000,0.0000,0.0000
Test 9650,0.0000,0.0000,0.0000,0.0000
Test 9651,0.0000,0.0000,0.0000,0.0000
Test 9652,0.0000,0.0000,0.0000,0.0000
Test 9653,0.0000,0.0000,0.0000,0.0000
Test 9654,0.0000,0.0000,0.0000,0.0000
Test 9655,0.0000,0.0000,0.0000,0.0000
Test 9656,0.0000,0.0000,0.0000,0.0000
Test 9657,0.0000,0.0000,0.0000,0.0000
Test 9658,0.0000,0.0000,0.0000,0.0000
Test 9659,0.0000,0.0000,0.0000,0.0000
Test 9660,0.0000,0.0000,0.0000,0.0000
Test 9661,0.0000,0.0000,0.0000,0.0000
Test 9662,0.0000,0.0000,0.0000,0.0000
Test 9663,0.0000,0.0000,0.0000,0.0000
Test 9664,0.0000,0.0000,0.0000,0.0000
Test 9665,0.0000,0.0000,0.0000,0.0000
Test 9666,0.0000,0.0000,0.0000,0.0000
Test 9667,0.0000,0.0000,0.0000,0.0000
Test 9668,0.0000,0.0000,0.0000,0.0000
Test 9669,0.0000,0.0000,0.0000,0.0000
Test 9670,0.0000,0.0000,0.0000,0.0000
Test 9671,0.0000,0.0000,0.0000,0.0000
Test 9672,0.0000,0.0000,0.0000,0.0000
Test 9673,0.0000,0.0000,0.0000,0.0000
Test 9674,0.0000,0.0000,0.0000,0.0000
Test 9675,0.0000,0.0000,0.0000,0.0000
Test 9676,0.0000,0.0000,0.0000,0.0000
Test 9677,0.0000,0.0000,0.0000,0.0000
Test 9678,0.0000,0.0000,0.0000,0.0000
Test 9679,0.0000,0.0000,0.0000,0.0000
Test 9680,0.0000,0.0000,0.0000,0.0000
Test 9681,0.0000,0.0000,0.0000,0.0000
Test 9682,0.0000,0.0000,0.0000,0.0000
Test 9683,0.0000,0.0000,0.0000,0.0000
Test 9684,0.0000,0.0000,0.0000,0.0000
Test 9685,0.0000,0.0000,0.0000,0.0000
Test 9686,0.0000,0.0000,0.0000,0.0000
Test 9687,0.0000,0.0000,0.0000,0.0000
Test 9688,0.0000,0.0000,0.0000,0.0000
Test 9689,0.0000,0.0000,0.0000,0.0000
Test 9690,0.0000,0.0000,0.0000,0.0000
Test 9691,0.0000,0.0000,0.0000,0.0000
Test 9692,0.0000,0.0000,0.0000,0.0000
Test 9693,0.0000,0.0000,0.0000,0.0000
Test 9694,0.0000,0.0000,0.0000,0.0000
Test 9695,0.0000,0.0000,0.0000,0.0000
Test 9696,0.0000,0.0000,0.0000,0.0000
Test 9697,0.0000,0.0000,0.0000,0.0000
Test 9698,0.0000,0.0000,0.0000,0.0000
Test 9699,0.0000,0.0000,0.0000,0.0000
Test 9700,1.0001,0.0000,0.0000,0.0000
Test 9701,0.0000,0.0000,0.0000,0.0000
Test 9702,0.0000,0.0000,0.0000,0.0000
Test 9703,0.0000,0.0000,0.0000,0.0000
Test 9704,0.0000,0.0000,0.0000,0.0000
Test 9705,0.0000,0.0000,0.0000,0.0000
Test 9706,0.0000,0.0000,0.0000,0.0000
Test 9707,0.0000,0.0000,0.0000,0.0000
Test 9708,0.0000,0.0000,0.0000,0.0000
Test 9709,0.0000,0.0000,0.0000,0.0000
Test 9710,0.0000,0.0000,0.0000,0.0000
Test 9711,0.0000,0.0000,0.0000,0.0000
Test 9712,0.0000,0.0000,1000900.0000,0.0000
Test 9713,0.0000,0.0000,0.0000,0.0000
Test 9714,0.0000,0.0000,0.0000,0.0000
Test 9715,0.0000,0.0000,0.0000,0.0000
Test 9716,0.0000,0.0000,0.0000,0.0000
Test 9717,0.0000,0.0000,0.0000,0.0000
Test 9718,0.0000,0.0000,0.0000,0.0000
Test 9719,0.0000,0.0000,0.0000,0.0000
Test 9720,0.0000,0.0000,0.0000,0.0000
Test 9721,0.0000,0.0000,0.0000,0.0000
Test 9722,0.0000,0.0000,0.0000,0.0000
Test 9723,0.0000,0.0000,0.0000,0.0000
Test 9724,0.0000,0.0000,0.0000,0.0000
Test 9725,0.0000,0.0000,999300.0000,0.0000
Test 9726,0.0000,0.0000,0.0000,0.0000
Test 9727,0.0000,0.0000,0.0000,0.0000
Test 9728,0.0000,0.0000,0.0000,0.0000
Test 9729,0.0000,0.0000,0.0000,0.0000
Test 9730,0.0000,0.0000,0.0000,0.0000
Test 9731,0.0000,0.0000,0.0000,0.0000
Test 9732,0.0000,0.0000,0.0000,0.0000
Test 9733,0.0000,0.0000,0.0000,0.0000
Test 9734,0.0000,0.0000,0.0000,0.0000
Test 9735,0.0000,0.0000,0.0000,0.0000
Test 9736,0.0000,0.0000,0.0000,0.0000
Test 9737,0.0000,0.0000,0.0000,0.0000
Test 9738,0.0000,0.0000,0.0000,0.0000
Test 9739,0.0000,0.0000,0.0000,0.0000
Test 9740,0.0000,0.0000,0.0000,0.0000
Test 9741,0.0000,0.0000,0.0000,0.0000
Test 9742,0.0000,0.0000,0.0000,0.0000
Test 9743,0.0000,0.0000,0.0000,0.0000
Test 9744,0.0000,0.0000,0.0000,0.0000
Test 9745,0.0000,0.0000,0.0000,0.0000
Test 9746,0.0000,0.0000,999400.0000,0.0000
Test 9747,0.0000,0.0000,0.0000,0.0000
Test 9748,0.0000,0.0000,0.0000,0.0000
Test 9749,0.0000,0.0000,0.0000,0.0000
Test 9750,0.0000,0.0000,0.0000,0.0000
Test 9751,0.0000,0.0000,0.0000,0.0000
Test 9752,0.0000,0.0000,0.0000,0.0000
Test 9753,0.0000,0.0000,0.0000,0.0000
Test 9754,0.0000,0.0000,0.0000,0.0000
Test 9755,0.0000,0.0000,0.0000,0.0000
Test 9756,0.0000,0.0000,0.0000,0.0000
Test 9757,0.0000,0.0000,0.0000,0.0000
Test 9758,0.0000,0.0000,0.0000,0.0000
Test 9759,0.9999,0.0000,0.0000,0.0000
Test 9760,0.0000,0.0000,0.0000,0.0000
Test 9761,0.0000,0.0000,0.0000,0.0000
Test 9762,0.0000,0.0000,0.0000,0.0000
Test 9763,0.0000,0.0000,0.0000,0.0000
Test 9764,0.0000,0.0000,0.0000,0.0000
Test 9765,0.0000,0.0000,0.0000,0.0000
Test 9766,0.0000,0.0000,0.0000,0.0000
Test 9767,0.0000,0.0000,0.0000,0.0000
Test 9768,0.0000,0.0000,0.0000,0.0000
Test 9769,0.0000,0.0000,0.0000,0.0000
Test 9770,0.0000,0.0000,0.0000,0.0000
Test 9771,0.0000,0.0000,0.0000,0.0000
Test 9772,1.0003,0.0000,0.0000,0.0000
Test 9773,0.0000,0.0000,0.0000,0.0000
Test 9774,0.0000,0.0000,0.0000,0.0000
Test 9775,0.0000,0.0000,0.0000,0.0000
Test 9776,0.0000,0.0000,0.0000,0.0000
Test 9777,0.0000,0.0000,0.0000,0.0000
Test 9778,0.0000,0.0000,0.0000,0.0000
Test 9779,0.0000,0.0000,0.0000,0.0000
Test 9780,0.0000,0.0000,0.0000,0.0000
Test 9781,0.0000,0.0000,0.0000,0.0000
Test 9782,0.0000,0.0000,0.0000,0.0000
Test 9783,0.0000,0.0000,0.0000,0.0000
Test 9784,0.0000,0.0000,0.0000,0.0000
Test 9785,1.0003,0.0000,0.0000,0.0000
Test 9786,0.0000,0.0000,0.0000,0.0000
Test 9787,0.0000,0.0000,0.0000,0.0000
Test 9788,0.0000,0.0000,0.0000,0.0000
Test 9789,0.0000,0.0000,0.0000,0.0000
Test 9790,0.0000,0.0000,0.0000,0.0000
Test 9791,0.0000,0.0000,0.0000,0.0000
Test 9792,0.0000,0.0000,0.0000,0.0000
Test 9793,0.0000,0.0000,0.0000,0.0000
Test 9794,0.0000,0.0000,0.0000,0.0000
Test 9795,0.0000,0.0000,0.0000,0.0000
Test 9796,0.0000,0.0000,0.0000,0.0000
Test 9797,0.0000,0.0000,0.0000,0.0000
Test 9798,1.0001,0.0000,0.0000,0.0000
Test 9799,0.0000,0.0000,0.0000,0.0000
Test 9800,0.0000,0.0000,0.0000,0.0000
Test 9801,0.0000,0.0000,0.0000,0.0000
Test 9802,0.0000,0.0000,0.0000,0.0000
Test 9803,0.0000,0.0000,0.0000,0.0000
Test 9804,0.0000,0.0000,0.0000,0.0000
Test 9805,0.0000,0.0000,0.0000,0.0000
Test 9806,0.0000,0.0000,0.0000,0.0000
Test 9807,0.0000,0.0000,0.0000,0.0000
Test 9808,1.0003,0.0000,0.0000,0.0000
Test 9809,0.0000,0.0000,0.0000,0.0000
Test 9810,0.0000,0.0000,0.0000,0.0000
Test 9811,0.0000,0.0000,0.0000,0.0000
Test 9812,0.0000,0.0000,0.0000,0.0000
Test 9813,0.0000,0.0000,0.0000,0.0000
Test 9814,0.0000,0.0000,0.0000,0.0000
Test 9815,0.0000,0.0000,0.0000,0.0000
Test 9816,0.0000,0.0000,0.0000,0.0000
Test 9817,0.0000,0.0000,0.0000,0.0000
Test 9818,0.0000,0.0000,0.0000,0.0000
Test 9819,0.0000,0.0000,0.0000,0.0000
Test 9820,0.0000,0.0000,0.0000,0.0000
Test 9821,1.0003,0.0000,0.0000,0.0000
Test 9822,0.0000,0.0000,0.0000,0.0000
Test 9823,0.0000,0.0000,0.0000,0.0000
Test 9824,0.0000,0.0000,0.0000,0.0000
Test 9825,0.0000,0.0000,0.0000,0.0000
Test 9826,0.0000,0.0000,0.0000,0.0000
Test 9827,0.0000,0.0000,0.0000,0.0000
Test 9828,0.0000,0.0000,0.0000,0.0000
Test 9829,0.0000,0.0000,0.0000,0.0000
Test 9830,0.0000,0.0000,0.0000,0.0000
Test 9831,0.0000,0.0000,0.0000,0.0000
Test 9832,0.0000,0.0000,0.0000,0.0000
Test 9833,0.0000,0.0000,0.0000,0.0000
Test 9834,1.0002,0.0000,0.0000,0.0000
Test 9835,0.0000,0.0000,0.0000,0.0000
Test 9836,0.0000,0.0000,0.0000,0.0000
Test 9837,0.0000,0.0000,0.0000,0.0000
Test 9838,0.0000,0.0000,0.0000,0.0000
Test 9839,0.0000,0.0000,0.0000,0.0000
Test 9840,0.0000,0.0000,0.0000,0.0000
Test 9841,0.0000,0.0000,0.0000,0.0000
Test 9842,0.0000,0.0000,0.0000,0.0000
Test 9843,0.0000,0.0000,0.0000,0.0000
Test 9844,0.0000,0.0000,0.0000,0.0000
Test 9845,0.0000,0.0000,0.0000,0.0000
Test 9846,0.0000,0.0000,0.0000,0.0000
Test 9847,1.0002,0.0000,0.0000,0.0000
Test 9848,0.0000,0.0000,0.0000,0.0000
Test 9849,0.0000,0.0000,0.0000,0.0000
Test 9850,0.0000,0.0000,0.0000,0.0000
Test 9851,0.0000,0.0000,0.0000,0.0000
Test 9852,0.0000,0.0000,0.0000,0.0000
Test 9853,0.0000,0.0000,0.0000,0.0000
Test 9854,0.0000,0.0000,0.0000,0.0000
Test 9855,0.0000,0.0000,0.0000,0.0000
Test 9856,0.0000,0.0000,0.0000,0.0000
Test 9857,0.0000,0.0000,1000700.0000,0.0000
Test 9858,0.0000,0.0000,0.0000,0.0000
Test 9859,0.0000,0.0000,0.0000,0.0000
Test 9860,0.0000,0.0000,0.0000,0.0000
Test 9861,0.0000,0.0000,0.0000,0.0000
Test 9862,0.0000,0.0000,0.0000,0.0000
Test 9863,0.0000,0.0000,0.0000,0.0000
Test 9864,0.0000,0.0000,0.0000,0.0000
Test 9865,0.0000,0.0000,0.0000,0.0000
Test 9866,0.0000,0.0000,0.0000,0.0000
Test 9867,0.0000,0.0000,0.0000,0.0000
Test 9868,0.0000,0.0000,0.0000,0.0000
Test 9869,0.0000,0.0000,0.0000,0.0000
Test 9870,0.0000,0.0000,0.0000,0.0000
Test 9871,0.0000,0.0000,0.0000,0.0000
Test 9872,0.0000,0.0000,0.0000,0.0000
Test 9873,0.0000,0.0000,0.0000,0.0000
Test 9874,0.0000,0.0000,0.0000,0.0000
Test 9875,0.0000,0.0000,0.0000,0.0000
Test 9876,0.0000,0.0000,0.0000,0.0000
Test 9877,0.0000,0.0000,0.0000,0.0000
Test 9878,0.0000,0.0000,0.0000,0.0000
Test 9879,0.0000,0.0000,0.0000,0.0000
Test 9880,0.0000,0.0000,0.0000,0.0000
Test 9881,0.0000,0.0000,0.0000,0.0000
Test 9882,0.0000,0.0000,0.0000,0.0000
Test 9883,1.0001,0.0000,0.0000,0.0000
Test 9884,0.0000,0.0000,0.0000,0.0000
Test 9885,0.0000,0.0000,0.0000,0.0000
Test 9886,0.0000,0.0000,0.0000,0.0000
Test 9887,0.0000,0.0000,0.0000,0.0000
Test 9888,0.0000,0.0000,0.0000,0.0000
Test 9889,0.0000,0.0000,0.0000,0.0000
Test 9890,0.0000,0.0000,0.0000,0.0000
Test 9891,0.0000,0.0000,0.0000,0.0000
Test 9892,0.0000,0.0000,0.0000,0.0000
Test 9893,0.0000,0.0000,0.0000,0.0000
Test 9894,0.0000,0.0000,0.0000,0.0000
Test 9895,0.0000,0.0000,1000300.0000,0.0000
Test 9896,0.0000,0.0000,0.0000,0.0000
Test 9897,0.0000,0.0000,0.0000,0.0000
Test 9898,0.0000,0.0000,0.0000,0.0000
Test 9899,0.0000,0.0000,0.0000,0.0000
Test 9900,0.0000,0.0000,0.0000,0.0000
Test 9901,0.0000,0.0000,0.0000,0.0000
Test 9902,0.0000,0.0000,0.0000,0.0000
Test 9903,0.0000,0.0000,0.0000,0.0000
Test 9904,0.0000,0.0000,0.0000,0.0000
Test 9905,0.0000,0.0000,0.0000,0.0000
Test 9906,0.0000,0.0000,0.0000,0.0000
Test 9907,0.0000,0.0000,0.0000,0.0000
Test 9908,0.0000,0.0000,0.0000,0.0000
Test 9909,0.0000,0.0000,0.0000,0.0000
Test 9910,0.0000,0.0000,0.0000,0.0000
Test 9911,0.0000,0.0000,0.0000,0.0000
Test 9912,0.0000,0.0000,0.0000,0.0000
Test 9913,0.0000,0.0000,0.0000,0.0000
Test 9914,0.0000,0.0000,0.0000,0.0000
Test 9915,0.0000,0.0000,0.0000,0.0000
Test 9916,0.0000,0.0000,0.0000,0.0000
Test 9917,0.0000,0.0000,0.0000,0.0000
Test 9918,0.0000,0.0000,0.0000,0.0000
Test 9919,0.0000,0.0000,0.0000,0.0000
Test 9920,0.0000,0.0000,0.0000,0.0000
Test 9921,0.0000,0.0000,0.0000,0.0000
Test 9922,0.0000,0.0000,0.0000,0.0000
Test 9923,0.0000,0.0000,0.0000,0.0000
Test 9924,0.0000,0.0000,0.0000,0.0000
Test 9925,0.0000,0.0000,0.0000,0.0000
Test 9926,0.0000,0.0000,0.0000,0.0000
Test 9927,0.0000,0.0000,0.0000,0.0000
Test 9928,0.0000,0.0000,0.0000,0.0000
Test 9929,0.0000,0.0000,0.0000,0.0000
Test 9930,0.0000,0.0000,999800.0000,0.0000
Test 9931,0.0000,0.0000,0.0000,0.0000
Test 9932,0.0000,0.0000,0.0000,0.0000
Test 9933,0.0000,0.0000,0.0000,0.0000
Test 9934,0.0000,0.0000,0.0000,0.0000
Test 9935,0.0000,0.0000,0.0000,0.0000
Test 9936,0.0000,0.0000,0.0000,0.0000
Test 9937,0.0000,0.0000,0.0000,0.0000
Test 9938,0.0000,0.0000,0.0000,0.0000
Test 9939,0.0000,0.0000,0.0000,0.0000
Test 9940,0.0000,0.0000,0.0000,0.0000
Test 9941,0.0000,0.0000,0.0000,0.0000
Test 9942,0.0000,0.0000,0.0000,0.0000
Test 9943,0.0000,0.0000,0.0000,0.0000
Test 9944,1.0011,0.0000,0.0000,0.0000
Test 9945,0.0000,0.0000,0.0000,0.0000
Test 9946,0.0000,0.0000,0.0000,0.0000
Test 9947,0.0000,0.0000,0.0000,0.0000
Test 9948,0.0000,0.0000,0.0000,0.0000
Test 9949,0.0000,0.0000,0.0000,0.0000
Test 9950,0.0000,0.0000,0.0000,0.0000
Test 9951,0.0000,0.0000,0.0000,0.0000
Test 9952,0.0000,0.0000,0.0000,0.0000
Test 9953,0.0000,0.0000,0.0000,0.0000
Test 9954,0.0000,0.0000,0.0000,0.0000
Test 9955,0.0000,0.0000,0.0000,0.0000
Test 9956,0.0000,0.0000,0.0000,0.0000
Test 9957,1.0000,0.0000,0.0000,0.0000
Test 9958,0.0000,0.0000,0.0000,0.0000
Test 9959,0.0000,0.0000,0.0000,0.0000
Test 9960,0.0000,0.0000,0.0000,0.0000
Test 9961,0.0000,0.0000,0.0000,0.0000
Test 9962,0.0000,0.0000,0.0000,0.0000
Test 9963,0.0000,0.0000,0.0000,0.0000
Test 9964,0.0000,0.0000,0.0000,0.0000
Test 9965,0.0000,0.0000,0.0000,0.0000
Test 9966,0.0000,0.0000,0.0000,0.0000
Test 9967,0.0000,0.0000,0.0000,0.0000
Test 9968,0.0000,0.0000,0.0000,0.0000
Test 9969,0.0000,0.0000,0.0000,0.0000
Test 9970,0.9997,0.0000,0.0000,0.0000
Test 9971,0.0000,0.0000,0.0000,0.0000
Test 9972,0.0000,0.0000,0.0000,0.0000
Test 9973,0.0000,0.0000,0.0000,0.0000
Test 9974,0.0000,0.0000,0.0000,0.0000
Test 9975,0.0000,0.0000,0.0000,0.0000
Test 9976,0.0000,0.0000,0.0000,0.0000
Test 9977,0.0000,0.0000,0.0000,0.0000
Test 9978,0.0000,0.0000,0.0000,0.0000
Test 9979,0.0000,0.0000,0.0000,0.0000
Test 9980,1.0009,0.0000,0.0000,0.0000
Test 9981,0.0000,0.0000,0.0000,0.0000
Test 9982,0.0000,0.0000,0.0000,0.0000
Test 9983,0.0000,0.0000,0.0000,0.0000
Test 9984,0.0000,0.0000,0.0000,0.0000
Test 9985,0.0000,0.0000,0.0000,0.0000
Test 9986,0.0000,0.0000,0.0000,0.0000
Test 9987,0.0000,0.0000,0.0000,0.0000
Test 9988,0.0000,0.0000,0.0000,0.0000
Test 9989,0.0000,0.0000,0.0000,0.0000
Test 9990,0.0000,0.0000,0.0000,0.0000
Test 9991,0.0000,0.0000,0.0000,0.0000
Test 9992,0.0000,0.0000,999900.0000,0.0000
Test 9993,0.0000,0.0000,0.0000,0.0000
Test 9994,0.0000,0.0000,0.0000,0.0000
Test 9995,0.0000,0.0000,0.0000,0.0000
Test 9996,0.0000,0.0000,0.0000,0.0000
Test 9997,0.0000,0.0000,0.0000,0.0000
Test 9998,0.0000,0.0000,0.0000,0.0000
Test 9999,0.0000,0.0000,0.0000,0.0000
Test 10000,0.0000,0.0000,0.0000,0.0000
Test 10001,0.0000,0.0000,0.0000,0.0000
Test 10002,0.0000,0.0000,0.0000,0.0000
Test 10003,0.0000,0.0000,0.0000,0.0000
Test 10004,0.0000,0.0000,0.0000,0.0000
Test 10005,0.0000,0.0000,1000200.0000,0.0000
Test 10006,0.0000,0.0000,0.0000,0.0000
Test 10007,0.0000,0.0000,0.0000,0.0000
Test 10008,0.0000,0.0000,0.0000,0.0000
Test 10009,0.0000,0.0000,0.0000,0.0000
Test 10010,0.0000,0.0000,0.0000,0.0000
Test 10011,0.0000,0.0000,0.0000,0.0000
Test 10012,0.0000,0.0000,0.0000,0.0000
Test 10013,0.0000,0.0000,0.0000,0.0000
Test 10014,0.0000,0.0000,0.0000,0.0000
Test 10015,0.0000,0.0000,0.0000,0.0000
Test 10016,0.0000,0.0000,0.0000,0.0000
Test 10017,0.0000,0.0000,0.0000,0.0000
Test 10018,0.0000,0.0000,1000000.0000,0.0000
Test 10019,0.0000,0.0000,0.0000,0.0000
Test 10020,0.0000,0.0000,0.0000,0.0000
Test 10021,0.0000,0.0000,0.0000,0.0000
Test 10022,0.0000,0.0000,0.0000,0.0000
Test 10023,0.0000,0.0000,0.0000,0.0000
Test 10024,0.0000,0.0000,0.0000,0.0000
Test 10025,0.0000,0.0000,0.0000,0.0000
Test 10026,0.0000,0.0000,0.0000,0.0000
Test 10027,0.0000,0.0000,0.0000,0.0000
Test 10028,0.0000,0.0000,0.0000,0.0000
Test 10029,0.0000,0.0000,0.0000,0.0000
Test 10030,0.0000,0.0000,0.0000,0.0000
Test 10031,0.0000,0.0000,1000700.0000,0.0000
Test 10032,0.0000,0.0000,0.0000,0.0000
Test 10033,0.0000,0.0000,0.0000,0.0000
Test 10034,0.0000,0.0000,0.0000,0.0000
Test 10035,0.0000,0.0000,0.0000,0.0000
Test 10036,0.0000,0.0000,0.0000,0.0000
Test 10037,0.0000,0.0000,0.0000,0.0000
Test 10038,0.0000,0.0000,0.0000,0.0000
Test 10039,0.0000,0.0000,0.0000,0.0000
Test 10040,0.0000,0.0000,0.0000,0.0000
Test 10041,0.0000,0.0000,0.0000,0.0000
Test 10042,0.0000,0.0000,0.0000,0.0000
Test 10043,0.0000,0.0000,0.0000,0.0000
Test 10044,0.0000,0.0000,0.0000,0.0000
Test 10045,0.0000,0.0000,0.0000,0.0000
Test 10046,0.0000,0.0000,0.0000,0.0000
Test 10047,0.0000,0.0000,0.0000,0.0000
Test 10048,0.0000,0.0000,0.0000,0.0000
Test 10049,0.0000,0.0000,0.0000,0.0000
Test 10050,0.0000,0.0000,0.0000,0.0000
Test 10051,0.0000,0.0000,0.0000,0.0000
Test 10052,0.0000,0.0000,0.0000,0.0000
Test 10053,0.0000,0.0000,0.0000,0.0000
Test 10054,0.0000,0.0000,0.0000,0.0000
Test 10055,0.0000,0.0000,0.0000,0.0000
Test 10056,0.0000,0.0000,0.0000,0.0000
Test 10057,0.0000,0.0000,0.0000,0.0000
Test 10058,0.0000,0.0000,0.0000,0.0000
Test 10059,0.0000,0.0000,0.0000,0.0000
Test 10060,0.0000,0.0000,0.0000,0.0000
Test 10061,0.0000,0.0000,0.0000,0.0000
Test 10062,0.0000,0.0000,0.0000,0.0000
Test 10063,0.0000,0.0000,0.0000,0.0000
Test 10064,0.0000,0.0000,0.0000,0.0000
Test 10065,0.0000,0.0000,0.0000,0.0000
Test 10066,0.0000,0.0000,0.0000,0.0000
Test 10067,0.0000,0.0000,0.0000,0.0000
Test 10068,0.0000,0.0000,0.0000,0.0000
Test 10069,0.0000,0.0000,0.0000,0.0000
Test 10070,0.0000,0.0000,0.0000,0.0000
Test 10071,0.0000,0.0000,0.0000,0.0000
Test 10072,0.0000,0.0000,0.0000,0.0000
Test 10073,0.0000,0.0000,0.0000,0.0000
Test 10074,0.0000,0.0000,0.0000,0.0000
Test 10075,0.0000,0.0000,0.0000,0.0000
Test 10076,0.0000,0.0000,0.0000,0.0000
Test 10077,0.0000,0.0000,0.0000,0.0000
Test 10078,0.0000,0.0000,0.0000,0.0000
Test 10079,0.0000,0.0000,0.0000,0.0000
Test 10080,0.0000,0.0000,0.0000,0.0000
Test 10081,0.0000,0.0000,0.0000,0.0000
Test 10082,0.0000,0.0000,0.0000,0.0000
Test 10083,0.0000,0.0000,0.0000,0.0000
Test 10084,0.0000,0.0000,0.0000,0.0000
Test 10085,0.0000,0.0000,0.0000,0.0000
Test 10086,0.0000,0.0000,0.0000,0.0000
Test 10087,0.0000,0.0000,0.0000,0.0000
Test 10088,0.0000,0.0000,0.0000,0.0000
Test 10089,0.0000,0.0000,0.0000,0.0000
Test 10090,0.0000,0.0000,0.0000,0.0000
Test 10091,0.0000,0.0000,0.0000,0.0000
Test 10092,0.0000,0.0000,0.0000,0.0000
Test 10093,0.0000,0.0000,0.0000,0.0000
Test 10094,1.0004,0.0000,0.0000,0.0000
Test 10095,0.0000,0.0000,0.0000,0.0000
Test 10096,0.0000,0.0000,0.0000,0.0000
Test 10097,0.0000,0.0000,0.0000,0.0000
Test 10098,0.0000,0.0000,0.0000,0.0000
Test 10099,0.0000,0.0000,0.0000,0.0000
Test 10100,0.0000,0.0000,0.0000,0.0000
Test 10101,0.0000,0.0000,0.0000,0.0000
Test 10102,0.0000,0.0000,0.0000,0.0000
Test 10103,0.0000,0.0000,0.0000,0.0000
Test 10104,0.0000,0.0000,1000400.0000,0.0000
Test 10105,0.0000,0.0000,0.0000,0.0000
Test 10106,0.0000,0.0000,0.0000,0.0000
Test 10107,0.0000,0.0000,0.0000,0.0000
Test 10108,0.0000,0.0000,0.0000,0.0000
Test 10109,0.0000,0.0000,0.0000,0.0000
Test 10110,0.0000,0.0000,0.0000,0.0000
Test 10111,0.0000,0.0000,0.0000,0.0000
Test 10112,0.0000,0.0000,0.0000,0.0000
Test 10113,0.0000,0.0000,0.0000,0.0000
Test 10114,0.0000,0.0000,0.0000,0.0000
Test 10115,0.0000,0.0000,0.0000,0.0000
Test 10116,0.0000,0.0000,0.0000,0.0000
Test 10117,0.0000,0.0000,0.0000,0.0000
Test 10118,0.0000,0.0000,0.0000,0.0000
Test 10119,0.0000,0.0000,0.0000,0.0000
Test 10120,0.0000,0.0000,0.0000,0.0000
Test 10121,0.0000,0.0000,0.0000,0.0000
Test 10122,0.0000,0.0000,0.0000,0.0000
Test 10123,0.0000,0.0000,0.0000,0.0000
Test 10124,0.0000,0.0000,0.0000,0.0000
Test 10125,0.0000,0.0000,0.0000,0.0000
Test 10126,0.0000,0.0000,0.0000,0.0000
Test 10127,0.0000,0.0000,0.0000,0.0000
Test 10128,0.0000,0.0000,0.0000,0.0000
Test 10129,0.0000,0.0000,0.0000,0.0000
Test 10130,0.0000,0.0000,0.0000,0.0000
Test 10131,0.0000,0.0000,0.0000,0.0000
Test 10132,0.0000,0.0000,0.0000,0.0000
Test 10133,0.0000,0.0000,0.0000,0.0000
Test 10134,0.0000,0.0000,0.0000,0.0000
Test 10135,0.0000,0.0000,0.0000,0.0000
Test 10136,0.0000,0.0000,0.0000,0.0000
Test 10137,0.0000,0.0000,0.0000,0.0000
Test 10138,0.0000,0.0000,0.0000,0.0000
Test 10139,0.0000,0.0000,0.0000,0.0000
Test 10140,0.0000,0.0000,0.0000,0.0000
Test 10141,0.0000,0.0000,0.0000,0.0000
Test 10142,0.0000,0.0000,0.0000,0.0000
Test 10143,0.0000,0.0000,0.0000,0.0000
Test 10144,0.0000,0.0000,0.0000,0.0000
Test 10145,0.0000,0.0000,0.0000,0.0000
